run,accuracy,mean_confidence,n_correct,n_total,n_errors
1,0.97775,0.9897103978497908,3911,4000,89
2,0.97775,0.9897103978497908,3911,4000,89
3,0.97775,0.9897103978497908,3911,4000,89
4,0.97775,0.9897103978497908,3911,4000,89
5,0.97775,0.9897103978497908,3911,4000,89
6,0.97775,0.9897103978497908,3911,4000,89
7,0.97775,0.9897103978497908,3911,4000,89
8,0.97775,0.9897103978497908,3911,4000,89
9,0.97775,0.9897103978497908,3911,4000,89
10,0.97775,0.9897103978497908,3911,4000,89
11,0.97775,0.9897103978497908,3911,4000,89
12,0.97775,0.9897103978497908,3911,4000,89
13,0.97775,0.9897103978497908,3911,4000,89
14,0.97775,0.9897103978497908,3911,4000,89
15,0.97775,0.9897103978497908,3911,4000,89
16,0.97775,0.9897103978497908,3911,4000,89
17,0.97775,0.9897103978497908,3911,4000,89
18,0.97775,0.9897103978497908,3911,4000,89
19,0.97775,0.9897103978497908,3911,4000,89
20,0.97775,0.9897103978497908,3911,4000,89
21,0.97775,0.9897103978497908,3911,4000,89
22,0.97775,0.9897103978497908,3911,4000,89
23,0.97775,0.9897103978497908,3911,4000,89
24,0.97775,0.9897103978497908,3911,4000,89
25,0.97775,0.9897103978497908,3911,4000,89
26,0.97775,0.9897103978497908,3911,4000,89
27,0.97775,0.9897103978497908,3911,4000,89
28,0.97775,0.9897103978497908,3911,4000,89
29,0.97775,0.9897103978497908,3911,4000,89
30,0.97775,0.9897103978497908,3911,4000,89
31,0.97775,0.9897103978497908,3911,4000,89
32,0.97775,0.9897103978497908,3911,4000,89
33,0.97775,0.9897103978497908,3911,4000,89
34,0.97775,0.9897103978497908,3911,4000,89
35,0.97775,0.9897103978497908,3911,4000,89
36,0.97775,0.9897103978497908,3911,4000,89
37,0.97775,0.9897103978497908,3911,4000,89
38,0.97775,0.9897103978497908,3911,4000,89
39,0.97775,0.9897103978497908,3911,4000,89
40,0.97775,0.9897103978497908,3911,4000,89
41,0.97775,0.9897103978497908,3911,4000,89
42,0.97775,0.9897103978497908,3911,4000,89
43,0.97775,0.9897103978497908,3911,4000,89
44,0.97775,0.9897103978497908,3911,4000,89
45,0.97775,0.9897103978497908,3911,4000,89
46,0.97775,0.9897103978497908,3911,4000,89
47,0.97775,0.9897103978497908,3911,4000,89
48,0.97775,0.9897103978497908,3911,4000,89
49,0.97775,0.9897103978497908,3911,4000,89
50,0.97775,0.9897103978497908,3911,4000,89
51,0.97775,0.9897103978497908,3911,4000,89
52,0.97775,0.9897103978497908,3911,4000,89
53,0.97775,0.9897103978497908,3911,4000,89
54,0.97775,0.9897103978497908,3911,4000,89
55,0.97775,0.9897103978497908,3911,4000,89
56,0.97775,0.9897103978497908,3911,4000,89
57,0.97775,0.9897103978497908,3911,4000,89
58,0.97775,0.9897103978497908,3911,4000,89
59,0.97775,0.9897103978497908,3911,4000,89
60,0.97775,0.9897103978497908,3911,4000,89
61,0.97775,0.9897103978497908,3911,4000,89
62,0.97775,0.9897103978497908,3911,4000,89
63,0.97775,0.9897103978497908,3911,4000,89
64,0.97775,0.9897103978497908,3911,4000,89
65,0.97775,0.9897103978497908,3911,4000,89
66,0.97775,0.9897103978497908,3911,4000,89
67,0.97775,0.9897103978497908,3911,4000,89
68,0.97775,0.9897103978497908,3911,4000,89
69,0.97775,0.9897103978497908,3911,4000,89
70,0.97775,0.9897103978497908,3911,4000,89
71,0.97775,0.9897103978497908,3911,4000,89
72,0.97775,0.9897103978497908,3911,4000,89
73,0.97775,0.9897103978497908,3911,4000,89
74,0.97775,0.9897103978497908,3911,4000,89
75,0.97775,0.9897103978497908,3911,4000,89
76,0.97775,0.9897103978497908,3911,4000,89
77,0.97775,0.9897103978497908,3911,4000,89
78,0.97775,0.9897103978497908,3911,4000,89
79,0.97775,0.9897103978497908,3911,4000,89
80,0.97775,0.9897103978497908,3911,4000,89
81,0.97775,0.9897103978497908,3911,4000,89
82,0.97775,0.9897103978497908,3911,4000,89
83,0.97775,0.9897103978497908,3911,4000,89
84,0.97775,0.9897103978497908,3911,4000,89
85,0.97775,0.9897103978497908,3911,4000,89
86,0.97775,0.9897103978497908,3911,4000,89
87,0.97775,0.9897103978497908,3911,4000,89
88,0.97775,0.9897103978497908,3911,4000,89
89,0.97775,0.9897103978497908,3911,4000,89
90,0.97775,0.9897103978497908,3911,4000,89
91,0.97775,0.9897103978497908,3911,4000,89
92,0.97775,0.9897103978497908,3911,4000,89
93,0.97775,0.9897103978497908,3911,4000,89
94,0.97775,0.9897103978497908,3911,4000,89
95,0.97775,0.9897103978497908,3911,4000,89
96,0.97775,0.9897103978497908,3911,4000,89
97,0.97775,0.9897103978497908,3911,4000,89
98,0.97775,0.9897103978497908,3911,4000,89
99,0.97775,0.9897103978497908,3911,4000,89
100,0.97775,0.9897103978497908,3911,4000,89
mean,0.977750,0.989710,3911.000000,4000.000000,89.000000
std,0.000000,0.000000,0.000000,0.000000,0.000000
